Bin	secondary_cluster	primary_cluster	length	completeness	contamination	Secondary_sample_accession	MAG_source	Study	Oral_site	Age_BP	Country	Continent	R1_depth	Paired	Direction	Industrialization	sample_host
SEQF6666.1	3620_16	3620	2271708	97.44	0	SEQF6666.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016319__bin.66	3620_17	3620	1687927	60.78369906	4.984326019	SRS016319	Passoli2019	HMP_2012	TN	7	USA	North America	95666232	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015941__bin.16	3620_18	3620	1888704	82.66666667	2	SRS015941	Passoli2019	HMP_2012	TN	7	USA	North America	89475705	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS057791__bin.37	3620_19	3620	1514176	50	0	SRS057791	Passoli2019	HMP_2012	TN	7	USA	North America	93903947	Yes	Western	Industrial	Homo sapiens
CM_cf__CF_TNFC038SA_t1M16__bin.15	3620_20	3620	1588698	75.77777778	1	CF_TNFC038SA_t1M16	Passoli2019	CM_cf	SL	7	Italy	Europe	66905873	Yes	Western	Industrial	Homo sapiens
FerrettiP_2018__CA_C10039IS2678SA_t2M15__bin.2	3620_21	3620	2089696	93.33333333	0.666666667	CA_C10039IS2678SA_t2M15	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	2397117	Yes	Western	Industrial	Homo sapiens
FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.6	3620_22	3620	1614952	68.38888889	1.111111111	CA_C10001MS2001SA_t0M15	Passoli2019	FerrettiP_2018	TN	7	Italy	Europe	10175735	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS014470__bin.8	3620_23	3620	1829501	84	3.666666667	SRS014470	Passoli2019	HMP_2012	TN	7	USA	North America	84590931	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015057__bin.45	3620_23	3620	1850084	86.62222222	1.666666667	SRS015057	Passoli2019	HMP_2012	TN	7	USA	North America	104019514	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS017076__bin.19	3620_24	3620	1486611	77.11111111	0	SRS017076	Passoli2019	HMP_2012	TN	7	USA	North America	58720240	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS024637__bin.14	3620_24	3620	1600143	80.88888889	0	SRS024637	Passoli2019	HMP_2012	TN	7	USA	North America	43745180	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS018791__bin.39	3620_25	3620	1975130	92.55555556	2	SRS018791	Passoli2019	HMP_2012	TN	7	USA	North America	118535103	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS044373__bin.55	3620_26	3620	1887987	87.55555556	0	SRS044373	Passoli2019	HMP_2012	TN	7	USA	North America	98123890	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015272__bin.25	3620_27	3620	2148634	97.88888889	0	SRS015272	Passoli2019	HMP_2012	TN	7	USA	North America	76624624	Yes	Western	Industrial	Homo sapiens
CM_cf__CF_TNFC041SA_t1M15__bin.7	3620_28	3620	1816273	87.77777778	0.333333333	CF_TNFC041SA_t1M15	Passoli2019	CM_cf	SL	7	Italy	Europe	31772694	Yes	Western	Industrial	Homo sapiens
SEQF6678.1	3620_29	3620	2232412	98.44	1.33	SEQF6678.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016086__bin.6	3620_30	3620	1345083	55.17241379	0	SRS016086	Passoli2019	HMP_2012	TN	7	USA	North America	75244502	Yes	Western	Industrial	Homo sapiens
CM_cf__CF_TNFC048SA_t1M16__bin.1	3620_31	3620	2064427	97.77777778	0	CF_TNFC048SA_t1M16	Passoli2019	CM_cf	SL	7	Italy	Europe	30708943	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS017713__bin.25	3620_32	3620	1801114	78.88888889	0.333333333	SRS017713	Passoli2019	HMP_2012	TN	7	USA	North America	62685227	Yes	Western	Industrial	Homo sapiens
SEQF6660.1	3620_33	3620	2271942	99.11	0	SEQF6660.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF6649.1	3620_34	3620	2235828	99.11	0	SEQF6649.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS019022__bin.34	3620_35	3620	1878450	90.55555556	2	SRS019022	Passoli2019	HMP_2012	TN	7	USA	North America	66855521	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS019045__bin.46	3620_35	3620	1768147	70.68965517	0	SRS019045	Passoli2019	HMP_2012	TN	7	USA	North America	72213113	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS014684__bin.2	3620_36	3620	1929154	82.75862069	0	SRS014684	Passoli2019	HMP_2012	TN	7	USA	North America	116042118	Yes	Western	Industrial	Homo sapiens
CM_cf__CF_TNFC018SA_t1M16__bin.3	3620_37	3620	2066243	93	1.333333333	CF_TNFC018SA_t1M16	Passoli2019	CM_cf	SL	7	Italy	Europe	7530917	Yes	Western	Industrial	Homo sapiens
CM_cf__CF_TNFC034SA_t1M16__bin.2	3620_38	3620	1635571	87.77777778	0.666666667	CF_TNFC034SA_t1M16	Passoli2019	CM_cf	SL	7	Italy	Europe	36762221	Yes	Western	Industrial	Homo sapiens
MGYG000298377	3620_39	3620	2181532	98.11	0	ERS7621722	MGNify	ERP125117	SL	7	France	Europe	3533774.31081081	Yes	Western	Industrial	Homo sapiens
MGYG000298377	3620_39	3620	2181532	98.11	0	ERS7621722	MGNify	ERP125117	SL	7	France	Europe	906451.707207207	No	Western	Industrial	Homo sapiens
SEQF6680.1	3620_40	3620	2236745	99.11	0	SEQF6680.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
BritoIL_2016__WL.15.SA__bin.6	3620_41	3620	1425302	56.67619048	1.174603175	WL.15.SA	Passoli2019	BritoIL_2016	SL	7	Fiji	Oceania	14395486	Yes	Global South	Non_industrial	Homo sapiens
GWHAPOM00000000	3620_42	3620	2273193	91.43	8.94	RDPYD18089235	Zhu2022	Zhu2022	TN	7	China	Asia	71856558	Yes	Eastern	Industrial	Homo sapiens
ERS12516986.bin.r.18	3621_0	3621	2067832	55.52	8.62	ERS12516986	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	27103112	Yes	Global South	Non_industrial	Homo sapiens
ERS3774378.bin.r.8	3622_1	3622	2072240	91.99	1.21	ERS3774378	Ancient	FellowsYates2021-nonhumanDNA	anc_calculus	200	Nicaragua	North America	86502123	Yes	Ancient	Ancient	Alouatta palliata
ERS3774379.bin.r.29	3622_1	3622	1803560	76.43	3.63	ERS3774379	Ancient	FellowsYates2021-nonhumanDNA	anc_calculus	200	Nicaragua	North America	96429625	Yes	Ancient	Ancient	Alouatta palliata
ERS3774380.bin.r.12	3622_2	3622	2289046	99.01	1.38	ERS3774380	Ancient	FellowsYates2021-nonhumanDNA	anc_calculus	200	Nicaragua	North America	156956802	Yes	Ancient	Ancient	Alouatta palliata
ERS3774378.bin.r.25	3623_1	3623	1517711	52.04	0	ERS3774378	Ancient	FellowsYates2021-nonhumanDNA	anc_calculus	200	Nicaragua	North America	86502123	Yes	Ancient	Ancient	Alouatta palliata
ERS3774379.bin.r.32	3623_1	3623	1477109	51.36	0.86	ERS3774379	Ancient	FellowsYates2021-nonhumanDNA	anc_calculus	200	Nicaragua	North America	96429625	Yes	Ancient	Ancient	Alouatta palliata
ERS3774382.bin.r.1	3623_1	3623	2001220	91.58	3.04	ERS3774382	Ancient	FellowsYates2021-nonhumanDNA	anc_calculus	200	Nicaragua	North America	6757723	Yes	Ancient	Ancient	Alouatta palliata
SRS15300789.bin.r.4	3624_0	3624	2179462	98.28	0.33	SRS15300789	Ancient	Honap2023	anc_calculus	700	USA	North America	26555299	Yes	Ancient	Ancient	Homo sapiens
CMC007.B.bin.r.46	3625_1	3625	1770161	70.25	1.5	CMC007.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	291745041	Yes	Global South	Non_industrial	Homo sapiens
CMC013.B.bin.r.51	3625_2	3625	1864843	61.06	1.05	CMC013.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	281359865	Yes	Global South	Non_industrial	Homo sapiens
CMC009.B.bin.r.36	3625_3	3625	1389888	58.39	0	CMC009.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	298531505	Yes	Global South	Non_industrial	Homo sapiens
CMC026.B.bin.r.36	3625_4	3625	1905930	56.72	5.74	CMC026.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	234021014	Yes	Global South	Non_industrial	Homo sapiens
CM_cf__CF_TNFC004SA_t1M15__bin.7	3625_5	3625	2158451	85.62913907	0	CF_TNFC004SA_t1M15	Passoli2019	CM_cf	SL	7	Italy	Europe	49686596	Yes	Western	Industrial	Homo sapiens
ERS11702778.bin.r.2	3625_6	3625	1728796	72.53	2.98	ERS11702778	Ancient	Velsko2022	anc_calculus	200	The Netherlands	Europe	19030940	Yes	Ancient	Ancient	Homo sapiens
MGYG000298916	3625_7	3625	2591757	93.21	0	ERS7876870	MGNify	ERP131993	SL	7	China	Asia	16073348.4	Yes	Eastern	Industrial	Homo sapiens
CMC010.B.bin.r.52	3625_8	3625	1848918	80.21	0	CMC010.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	241839680	Yes	Global South	Non_industrial	Homo sapiens
CMC027.B.bin.r.61	3625_8	3625	1622900	68.87	1.21	CMC027.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	324387666	Yes	Global South	Non_industrial	Homo sapiens
CMC006.B.bin.r.54	3625_9	3625	1934003	72.06	3.31	CMC006.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	251707149	Yes	Global South	Non_industrial	Homo sapiens
CMC003.B.bin.r.4	3625_10	3625	2008465	82.85	0.33	CMC003.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	226753185	Yes	Global South	Non_industrial	Homo sapiens
CMC023.A.bin.r.92	3625_11	3625	1919988	79.97	1.31	CMC023.A	CMC	Velsko2023	supPQ	7	Cameroon	Africa	240572160	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS013170__bin.58	3625_12	3625	2208090	86.03752759	0.264900662	SRS013170	Passoli2019	HMP_2012	supPQ	7	USA	North America	64227421	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS023964__bin.25	3625_12	3625	2228765	85.7615894	1.600441501	SRS023964	Passoli2019	HMP_2012	supPQ	7	USA	North America	41939190	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS055378__bin.36	3625_12	3625	1326638	50.33112583	1.419110691	SRS055378	Passoli2019	HMP_2012	supPQ	7	USA	North America	62573209	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS014894__bin.10	3625_13	3625	1088292	50.71743929	0.662251656	SRS014894	Passoli2019	HMP_2012	supPQ	7	USA	North America	35358997	Yes	Western	Industrial	Homo sapiens
ERS12516964.bin.r.37	3625_14	3625	1678705	62.23	0	ERS12516964	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	211396268	Yes	Global South	Non_industrial	Homo sapiens
ERS3774489.bin.r.9	3625_15	3625	2311960	94.44	0.55	ERS3774489	FellowsYates2021	FellowsYates2021	mod_calculus	7	Spain	Europe	44348880	Yes	Western	Industrial	Homo sapiens
ERS3774490.bin.r.16	3625_16	3625	2230479	88.19	0	ERS3774490	FellowsYates2021	FellowsYates2021	mod_calculus	7	Spain	Europe	35364677	Yes	Western	Industrial	Homo sapiens
CMC008.B.bin.r.43	3625_17	3625	1784134	74.74	1.66	CMC008.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	300087162	Yes	Global South	Non_industrial	Homo sapiens
CMC040.B.bin.r.11	3625_18	3625	1585237	63.45	5.41	CMC040.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	246507346	Yes	Global South	Non_industrial	Homo sapiens
CM_periimplantitis__SP_344SPT_T016__bin.23	3625_19	3625	2564655	97.68211921	0	SP_344SPT_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	61147658	Yes	Western	Industrial	Homo sapiens
MGYG000298689	3625_19	3625	2587545	98.34	0	ERS6080676	MGNify	ERP127228	supPQ	7	Italy	Europe	5248769.0619469	Yes	Western	Industrial	Homo sapiens
SEQF5236.1	3625_20	3625	2707814	98.34	0	SEQF5236.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_302SPT_T016__bin.2	3625_21	3625	1961900	73.13465784	0.728476821	SP_302SPT_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	1689428	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS011343__bin.7	3625_22	3625	1901596	76.93156733	1.324503311	SRS011343	Passoli2019	HMP_2012	supPQ	7	USA	North America	45117680	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_124SPI_T016__bin.11	3625_23	3625	2033810	78.04320404	0.993377483	SP_124SPI_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	6489748	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_386SPT_T016__bin.8	3625_23	3625	2356196	95.03311258	0	SP_386SPT_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	31335847	Yes	Western	Industrial	Homo sapiens
ERS3774485.bin.r.12	3625_23	3625	2012933	79.03	0	ERS3774485	FellowsYates2021	FellowsYates2021	mod_calculus	7	Spain	Europe	34014564	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS013949__bin.1	3625_23	3625	2103723	86.95994954	1.545253863	SRS013949	Passoli2019	HMP_2012	supPQ	7	USA	North America	76484564	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016043__bin.5	3625_23	3625	2154383	84.29517502	0.662251656	SRS016043	Passoli2019	HMP_2012	supPQ	7	USA	North America	38278820	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016575__bin.26	3625_23	3625	1686646	62.69315673	2.538631347	SRS016575	Passoli2019	HMP_2012	supPQ	7	USA	North America	66622189	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016746__bin.1	3625_23	3625	1498458	60.15673981	1.724137931	SRS016746	Passoli2019	HMP_2012	supPQ	7	USA	North America	68367542	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS019128__bin.34	3625_23	3625	1972367	84.2384106	0.331125828	SRS019128	Passoli2019	HMP_2012	supPQ	7	USA	North America	60248718	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS019225__bin.25	3625_23	3625	1665249	61.67711599	1.724137931	SRS019225	Passoli2019	HMP_2012	supPQ	7	USA	North America	30387221	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS020226__bin.17	3625_23	3625	2020434	87.58278146	0.662251656	SRS020226	Passoli2019	HMP_2012	supPQ	7	USA	North America	83996022	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS024021__bin.8	3625_23	3625	1621782	62.00626959	0	SRS024021	Passoli2019	HMP_2012	supPQ	7	USA	North America	87819639	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS024289__bin.34	3625_23	3625	2394291	94.37086093	1.059602649	SRS024289	Passoli2019	HMP_2012	supPQ	7	USA	North America	38417688	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS024447__bin.27	3625_23	3625	1669471	73.7196468	0.662251656	SRS024447	Passoli2019	HMP_2012	supPQ	7	USA	North America	77289106	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS042984__bin.67	3625_23	3625	2322002	89.73509934	0	SRS042984	Passoli2019	HMP_2012	supPQ	7	USA	North America	114806163	Yes	Western	Industrial	Homo sapiens
SEQF5237.1	3625_23	3625	2588680	93.52	0.66	SEQF5237.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF5238.1	3625_23	3625	2583917	98.34	0	SEQF5238.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS013945__bin.2	3625_24	3625	2154473	91.44118575	1.390728477	SRS013945	Passoli2019	HMP_2012	BM	7	USA	North America	32162427	Yes	Western	Industrial	Homo sapiens
ERS12516985.bin.r.24	3625_25	3625	2424989	94.82	0	ERS12516985	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	50660312	Yes	Global South	Non_industrial	Homo sapiens
ERS12516976.bin.r.45	3625_26	3625	1443632	51.18	0	ERS12516976	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	60770884	Yes	Global South	Non_industrial	Homo sapiens
MGYG000298212	3625_27	3625	1538168	65.01	0.73	ERS7766787	MGNify	DRP005925	SL	7	Japan	Asia	154314928.75	Yes	Eastern	Industrial	Homo sapiens
MGYG000298212	3625_27	3625	1538168	65.01	0.73	ERS7766787	MGNify	DRP005925	SL	7	Japan	Asia	4171492.5	No	Eastern	Industrial	Homo sapiens
HMP_2012__SRS019333__bin.11	3625_28	3625	1964423	82.02459792	1.545253863	SRS019333	Passoli2019	HMP_2012	supPQ	7	USA	North America	25388540	Yes	Western	Industrial	Homo sapiens
ERS12516956.bin.r.5	3625_29	3625	1965693	83.71	0.33	ERS12516956	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	16736008	Yes	Global South	Non_industrial	Homo sapiens
ERS12516955.bin.r.16	3625_30	3625	1794558	66	0	ERS12516955	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	315392644	Yes	Global South	Non_industrial	Homo sapiens
ERS12516959.bin.r.18	3625_31	3625	1796410	70.6	1.32	ERS12516959	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	30165380	Yes	Global South	Non_industrial	Homo sapiens
ERS3395766.bin.r.21	3625_32	3625	2546922	98.34	0	ERS3395766	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	51309213	Yes	Western	Industrial	Homo sapiens
ERS3774491.bin.r.12	3625_33	3625	1779268	72.32	1.88	ERS3774491	FellowsYates2021	FellowsYates2021	mod_calculus	7	Spain	Europe	33357115	Yes	Western	Industrial	Homo sapiens
ERS3774492.bin.r.6	3625_33	3625	2453381	98.29	0	ERS3774492	FellowsYates2021	FellowsYates2021	mod_calculus	7	Spain	Europe	19131370	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS014578__bin.24	3625_34	3625	1867526	76.81488489	0	SRS014578	Passoli2019	HMP_2012	supPQ	7	USA	North America	50193503	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS019387__bin.3	3625_34	3625	1566464	62.22570533	1.724137931	SRS019387	Passoli2019	HMP_2012	supPQ	7	USA	North America	34564071	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS063999__bin.68	3625_34	3625	1380332	57.50551876	0	SRS063999	Passoli2019	HMP_2012	supPQ	7	USA	North America	70970975	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016200__bin.33	3625_35	3625	1303948	59.09090909	0	SRS016200	Passoli2019	HMP_2012	supPQ	7	USA	North America	61930964	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS017511__bin.18	3625_35	3625	2113402	85.43046358	0.386313466	SRS017511	Passoli2019	HMP_2012	supPQ	7	USA	North America	72485948	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS055401__bin.8	3625_35	3625	1907270	74.34878587	0.55187638	SRS055401	Passoli2019	HMP_2012	supPQ	7	USA	North America	33192169	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS053584__bin.12	3625_36	3625	2205141	91.62251656	0	SRS053584	Passoli2019	HMP_2012	supPQ	7	USA	North America	47102967	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS051378__bin.7	3625_37	3625	1940617	71.86520376	0	SRS051378	Passoli2019	HMP_2012	supPQ	7	USA	North America	22818103	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_162SPI_T016__bin.30	3625_38	3625	2359945	96.35761589	0	SP_162SPI_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	44021584	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS051941__bin.12	3625_38	3625	1625248	66.93156733	1.986754967	SRS051941	Passoli2019	HMP_2012	supPQ	7	USA	North America	70077026	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS011126__bin.71	3625_39	3625	2139859	83.2781457	0	SRS011126	Passoli2019	HMP_2012	supPQ	7	USA	North America	108042209	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015650__bin.10	3625_39	3625	1053006	55.2507837	1.724137931	SRS015650	Passoli2019	HMP_2012	supPQ	7	USA	North America	30165344	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS021477__bin.56	3625_39	3625	2355959	83.11258278	1.324503311	SRS021477	Passoli2019	HMP_2012	supPQ	7	USA	North America	63552188	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS051930__bin.54	3625_39	3625	1631539	63.78587196	0.993377483	SRS051930	Passoli2019	HMP_2012	supPQ	7	USA	North America	58161965	Yes	Western	Industrial	Homo sapiens
SEQF5239.1	3625_39	3625	2634007	98.34	0	SEQF5239.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
ERS3395764.bin.r.11	3625_40	3625	2539799	98.79	0	ERS3395764	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	70322031	Yes	Western	Industrial	Homo sapiens
ERS3395765.bin.r.17	3625_40	3625	1275687	50.64	1.32	ERS3395765	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	53927712	Yes	Western	Industrial	Homo sapiens
ERS3395771.bin.r.25	3625_40	3625	1393720	64.61	1.66	ERS3395771	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	53238754	Yes	Western	Industrial	Homo sapiens
SEQF1688.1	3625_40	3625	2603188	98.34	0	SEQF1688.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS021960__bin.4	3625_41	3625	1340265	50.32915361	0	SRS021960	Passoli2019	HMP_2012	supPQ	7	USA	North America	27274798	Yes	Western	Industrial	Homo sapiens
SEQF1901.1	3625_42	3625	2584293	98.34	0	SEQF1901.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS020340__bin.30	3625_43	3625	1392913	58.93416928	1.724137931	SRS020340	Passoli2019	HMP_2012	supPQ	7	USA	North America	91561207	Yes	Western	Industrial	Homo sapiens
CMC032.B.bin.r.17	3625_44	3625	2003665	80.49	0	CMC032.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	222525433	Yes	Global South	Non_industrial	Homo sapiens
CM_periimplantitis__SP_164SPI_T016__bin.11	3625_45	3625	1864180	74.53169347	0	SP_164SPI_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	26543092	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS017025__bin.7	3625_46	3625	2147421	90.3815831	0.220750552	SRS017025	Passoli2019	HMP_2012	supPQ	7	USA	North America	35304157	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS063603__bin.67	3625_46	3625	1293139	54.59247649	0	SRS063603	Passoli2019	HMP_2012	supPQ	7	USA	North America	59377678	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS054430__bin.17	3625_47	3625	1906060	86.20309051	1.545253863	SRS054430	Passoli2019	HMP_2012	supPQ	7	USA	North America	29934027	Yes	Western	Industrial	Homo sapiens
SEQF5240.1	3625_48	3625	2644345	98.34	0	SEQF5240.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF5241.1	3625_48	3625	2639435	98.34	0	SEQF5241.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016092__bin.20	3625_49	3625	1917145	71.77231157	0.662251656	SRS016092	Passoli2019	HMP_2012	supPQ	7	USA	North America	53461870	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS049268__bin.29	3625_49	3625	1907311	82.16966257	0	SRS049268	Passoli2019	HMP_2012	supPQ	7	USA	North America	55582026	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS024381__bin.39	3625_50	3625	1780336	75.82781457	1.324503311	SRS024381	Passoli2019	HMP_2012	supPQ	7	USA	North America	57638878	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_242SPT_T016_R__bin.21	3625_51	3625	2263934	92.17439294	0.220750552	SP_242SPT_T016_R	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	29698088	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS064449__bin.57	3625_51	3625	1863547	72.74294671	0	SRS064449	Passoli2019	HMP_2012	supPQ	7	USA	North America	78534657	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS017445__bin.33	3625_52	3625	1723391	73.56512141	0	SRS017445	Passoli2019	HMP_2012	supPQ	7	USA	North America	109705873	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS019906__bin.3	3625_53	3625	1258027	57.21003135	0	SRS019906	Passoli2019	HMP_2012	supPQ	7	USA	North America	43907386	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015158__bin.32	3625_54	3625	1778570	72.77041943	0	SRS015158	Passoli2019	HMP_2012	supPQ	7	USA	North America	69523614	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS022725__bin.7	3625_55	3625	1247544	55.29801325	0	SRS022725	Passoli2019	HMP_2012	supPQ	7	USA	North America	107799831	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS053917__bin.58	3625_55	3625	1799390	71.24724062	0	SRS053917	Passoli2019	HMP_2012	supPQ	7	USA	North America	115781472	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS011098__bin.29	3625_56	3625	1592880	63.4169279	0	SRS011098	Passoli2019	HMP_2012	supPQ	7	USA	North America	56414058	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS065099__bin.55	3625_57	3625	2265036	85.0614948	3.973509934	SRS065099	Passoli2019	HMP_2012	supPQ	7	USA	North America	45281243	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS017814__bin.1	3625_58	3625	1827481	67.55485893	0	SRS017814	Passoli2019	HMP_2012	supPQ	7	USA	North America	47993707	Yes	Western	Industrial	Homo sapiens
