Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_243_length_48204_cov_25.7942	NODE_243_length_48204_cov_25.7942@1	25512	27143	False	0%		III-A	1	['AbiEii_0_CAS-III']	[20]	['6.30e-07']	[0.344]	[0.577]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_321_length_36794_cov_28.2834	NODE_321_length_36794_cov_28.2834@2	31408	32199	False	0%		III-A	1	['AbiEii_0_CAS-III']	[26]	['1.60e-07']	[0.398]	[0.384]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_228_length_49475_cov_24.7115	NODE_228_length_49475_cov_24.7115@1	17776	18432	False	0%		III-A	1	['AbiEii_0_CAS-III']	[17]	['4.10e-08']	[0.694]	[0.511]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_497_length_22469_cov_29.3624	NODE_497_length_22469_cov_29.3624@1	16373	16852	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[13]	['8.70e-04']	[0.425]	[0.317]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.21	putative
NODE_285_length_41229_cov_20.9696	NODE_285_length_41229_cov_20.9696@3	28448	29389	False	0%		IV-B	3	['CysH_0_IVB']	[24]	['8.90e-06']	[0.306]	[0.373]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_543_length_20592_cov_25.9505	NODE_543_length_20592_cov_25.9505@1	9397	10722	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[8]	['8.80e-13']	[0.704]	[0.929]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_285_length_41229_cov_20.9696	NODE_285_length_41229_cov_20.9696@2	16892	18313	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[17]	['5.50e-17']	[0.382]	[0.981]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_1016_length_8820_cov_39.5432	NODE_1016_length_8820_cov_39.5432@1	227	2242	False	20%		IV-D	4	['RecD_0_IVD']	[2]	['7.30e-12']	[0.388]	[0.301]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_568_length_19320_cov_22.297	NODE_568_length_19320_cov_22.297@1	5629	6177	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[6]	['7.10e-13']	[0.847]	[0.944]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_184_length_57734_cov_32.1966	NODE_184_length_57734_cov_32.1966@1	51723	52175	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[45]	['3.80e-05']	[0.695]	[0.54]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_593_length_18270_cov_25.2544	NODE_593_length_18270_cov_25.2544@2	14665	15516	False	0%		III-B	1	['htpX_0_CAS-III-B']	[14]	['1.90e-25']	[0.754]	[0.659]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_365_length_32237_cov_25.0528	NODE_365_length_32237_cov_25.0528@1	5221	5988	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['2.10e-08']	[0.496]	[0.426]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_512_length_21812_cov_26.9793	NODE_512_length_21812_cov_26.9793@1	19881	20507	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[18]	['3.30e-04']	[0.383]	[0.376]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_134_length_71091_cov_21.7144	NODE_134_length_71091_cov_21.7144@4	68359	68724	False	0%	33%	II-A	3	['Csn2_5_CAS-II-A']	[87]	['3.80e-03']	[0.566]	[0.314]		1	keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_469_length_23886_cov_30.2941	NODE_469_length_23886_cov_30.2941@1	15443	16309	False	0%		III-A	1	['Mem_DnaJ_0_CAS-III-AM']	[18]	['1.20e-03']	[0.37]	[0.377]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_196_length_55691_cov_23.1136	NODE_196_length_55691_cov_23.1136@2	37745	38476	False	0%		III-A	1	['AbiEii_0_CAS-III']	[39]	['6.80e-12']	[0.648]	[0.556]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_146_length_67865_cov_26.9622	NODE_146_length_67865_cov_26.9622@3	39627	40316	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[45]	['1.80e-22']	[0.761]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_146_length_67865_cov_26.9622	NODE_146_length_67865_cov_26.9622@1	246	1016	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['2.60e-40']	[0.646]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_1051_length_8382_cov_28.9897	NODE_1051_length_8382_cov_28.9897@1	971	2008	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['2.50e-06']	[0.396]	[0.444]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_493_length_22762_cov_27.0583	NODE_493_length_22762_cov_27.0583@3	21781	22761	False	14%	0%	I-A	1	['Cas3_0_I']	[24]	['2.40e-05']	[0.401]	[0.369]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_409_length_28166_cov_24.4284	NODE_409_length_28166_cov_24.4284@1	247	2169	False	20%		IV-A1	2	['Csf4_0_IVA']	[1]	['1.10e-57']	[0.914]	[0.902]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_285_length_41229_cov_20.9696	NODE_285_length_41229_cov_20.9696@1	3783	5705	False	20%		IV-D	4	['RecD_0_IVD']	[2]	['8.90e-40']	[0.537]	[0.415]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_593_length_18270_cov_25.2544	NODE_593_length_18270_cov_25.2544@1	8350	11121	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[8]	['2.50e-07']	[0.352]	[0.666]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_134_length_71091_cov_21.7144	NODE_134_length_71091_cov_21.7144@3	39557	40105	False	20%	0%	I-B	4	['Cas8b2_4_CAS-I-B']	[48]	['7.40e-03']	[0.355]	[0.369]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_820_length_12013_cov_22.008	NODE_820_length_12013_cov_22.008@1	1079	3160	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['1.50e-13']	[0.403]	[0.773]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_409_length_28166_cov_24.4284	NODE_409_length_28166_cov_24.4284@2	18442	19731	False	0%		IV-B	3	['CysH_0_IVB']	[20]	['3.30e-03']	[0.3]	[0.458]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_1016_length_8820_cov_39.5432	NODE_1016_length_8820_cov_39.5432@2	7532	8818	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['2.40e-04']	[0.497]	[0.648]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_493_length_22762_cov_27.0583	NODE_493_length_22762_cov_27.0583@2	11592	12110	False	0%		III-B	1	['CorA_1_CAS-III-B']	[15]	['6.70e-04']	[0.324]	[0.464]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_182_length_57824_cov_23.789	NODE_182_length_57824_cov_23.789@1	51402	52559	False	0%		III-A	1	['Csx1_7_CAS-III']	[52]	['7.60e-03']	[0.347]	[0.375]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_134_length_71091_cov_21.7144	NODE_134_length_71091_cov_21.7144@1	915	1394	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[2]	['2.20e-06']	[0.556]	[0.417]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_337_length_35301_cov_34.9093	NODE_337_length_35301_cov_34.9093@1	23708	24289	False	25%		V-K	1	['TnsC_0_V-K']	[28]	['1.20e-03']	[0.485]	[0.332]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_121_length_79211_cov_25.639	NODE_121_length_79211_cov_25.639@2	54660	55550	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[56]	['2.90e-30']	[0.97]	[0.974]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_196_length_55691_cov_23.1136	NODE_196_length_55691_cov_23.1136@1	12472	13008	False	17%		III-D	4	['Csm2gr11_1_CAS-III-D']	[14]	['1.40e-03']	[0.341]	[0.403]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_146_length_67865_cov_26.9622	NODE_146_length_67865_cov_26.9622@2	4951	5871	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['5.50e-05']	[0.326]	[0.342]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_273_length_42345_cov_22.5912	NODE_273_length_42345_cov_22.5912@1	41850	42344	False	17%		III-C	4	['Cmr5gr11_1_CAS-III-C']	[43]	['1.60e-03']	[0.448]	[0.422]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_314_length_37767_cov_29.8704	NODE_314_length_37767_cov_29.8704@1	16528	17481	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[16]	['2.40e-21']	[0.487]	[0.901]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_134_length_71091_cov_21.7144	NODE_134_length_71091_cov_21.7144@2	12855	13346	False	20%	0%	I-B	4	['Cas5_2_CAS-I-B']	[11]	['1.40e-03']	[0.5]	[0.335]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_493_length_22762_cov_27.0583	NODE_493_length_22762_cov_27.0583@1	1773	3611	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[3]	['2.10e-07']	[0.481]	[0.892]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_621_length_17172_cov_22.1196	NODE_621_length_17172_cov_22.1196@1	3981	4655	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['6.50e-05']	[0.587]	[0.44]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_248_length_47308_cov_31.6054	NODE_248_length_47308_cov_31.6054@1	45953	47307	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I', 'Cas3HD_0_CAS-I']	[50, 51]	['3.20e-36', '2.50e-14']	[0.622, 0.812]	[0.975, 0.3]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_121_length_79211_cov_25.639	NODE_121_length_79211_cov_25.639@1	12793	13398	False	0%		III-A	1	['Csx1_7_CAS-III']	[12]	['7.00e-04']	[0.619]	[0.375]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.23	putative
NODE_14_length_242326_cov_187.672	NODE_14_length_242326_cov_187.672@2	18800	19705	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[21]	['8.00e-15']	[0.964]	[0.965]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_44_length_139216_cov_160.85	NODE_44_length_139216_cov_160.85@1	121761	128731	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[85, 88]	['8.30e-03', '3.40e-06']	[0.369, 0.328]	[0.658, 0.373]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_6_length_286230_cov_171.028	NODE_6_length_286230_cov_171.028@1	31167	32525	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[29]	['3.50e-05']	[0.702]	[0.895]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_43_length_140653_cov_163.139	NODE_43_length_140653_cov_163.139@1	105958	106449	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[64]	['2.20e-31']	[0.939]	[0.988]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_123_length_77102_cov_168.211	NODE_123_length_77102_cov_168.211@1	26404	30948	False	0%		III-A	1	['WYL_3_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']	[22, 24]	['3.80e-39', '1.80e-05']	[0.591, 0.78]	[1.0, 0.729]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_22_length_199248_cov_160.545	NODE_22_length_199248_cov_160.545@1	21121	21714	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[15]	['3.00e-31']	[0.904]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_127_length_76195_cov_178.877	NODE_127_length_76195_cov_178.877@1	44547	45155	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[32]	['1.20e-03']	[0.325]	[0.343]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_11_length_250853_cov_181.718	NODE_11_length_250853_cov_181.718@1	234219	235049	False	0%		III-A	1	['AbiEii_0_CAS-III']	[200]	['3.40e-12']	[0.87]	[0.842]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_34_length_156830_cov_159.861	NODE_34_length_156830_cov_159.861@1	50107	51051	False	0%		III-A	1	['AbiEii_0_CAS-III']	[34]	['1.30e-07']	[0.346]	[0.363]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_14_length_242326_cov_187.672	NODE_14_length_242326_cov_187.672@3	236524	239817	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[167]	['3.40e-08']	[0.311]	[0.788]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_87_length_98349_cov_173.664	NODE_87_length_98349_cov_173.664@1	24225	24701	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[18]	['7.90e-05']	[0.415]	[0.317]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_6_length_286230_cov_171.028	NODE_6_length_286230_cov_171.028@2	58330	59016	False	0%		III-A	1	['AbiEii_0_CAS-III']	[51]	['6.30e-03']	[0.533]	[0.415]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_110_length_84354_cov_175.509	NODE_110_length_84354_cov_175.509@1	45587	47293	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[37]	['2.20e-11']	[0.527]	[0.898]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_22_length_199248_cov_160.545	NODE_22_length_199248_cov_160.545@4	146431	147963	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[117]	['1.10e-07']	[0.389]	[0.768]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_22_length_199248_cov_160.545	NODE_22_length_199248_cov_160.545@2	100025	101551	False	20%		IV-D	4	['RecD_0_IVD']	[79]	['2.90e-35']	[0.694]	[0.401]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_14_length_242326_cov_187.672	NODE_14_length_242326_cov_187.672@1	2835	3215	False	20%		III-A	4	['Csm2gr11_2_CAS-III-A']	[7]	['2.60e-03']	[0.906]	[0.761]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_22_length_199248_cov_160.545	NODE_22_length_199248_cov_160.545@3	136484	137194	False	0%		III-A	1	['AbiEii_0_CAS-III']	[107]	['4.40e-04']	[0.468]	[0.38]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_32_length_161450_cov_162.025	NODE_32_length_161450_cov_162.025@2	156342	157286	False	0%		III-A	1	['AbiEii_0_CAS-III']	[107]	['3.70e-04']	[0.527]	[0.563]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_32_length_161450_cov_162.025	NODE_32_length_161450_cov_162.025@1	88625	90481	False	20%		IV-D	4	['RecD_0_IVD']	[63]	['6.50e-19']	[0.485]	[0.341]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.25	putative
NODE_685_length_15259_cov_53.0391	NODE_685_length_15259_cov_53.0391@1	10877	11929	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['8.60e-04']	[0.305]	[0.387]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_766_length_13301_cov_59.2506	NODE_766_length_13301_cov_59.2506@1	10538	11299	False	0%		III-A	1	['AbiEii_0_CAS-III']	[9]	['3.90e-07']	[0.417]	[0.387]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_2025_length_3247_cov_71.9348	NODE_2025_length_3247_cov_71.9348@1	969	2006	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.50e-05']	[0.301]	[0.352]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_369_length_32039_cov_52.238	NODE_369_length_32039_cov_52.238@1	21099	25563	False	0%		IV-B	3	['DEDDh_0_CAS-I-II-III-IV-V-VI', 'CysH_0_IVB']	[17, 20]	['6.40e-17', '7.60e-06']	[0.466, 0.406]	[0.981, 0.494]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_1121_length_7690_cov_53.2876	NODE_1121_length_7690_cov_53.2876@1	134	2056	False	20%		IV-A1	2	['Csf4_0_IVA']	[1]	['2.40e-57']	[0.913]	[0.902]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_346_length_34566_cov_69.2262	NODE_346_length_34566_cov_69.2262@2	15933	16514	False	25%		V-K	1	['TnsC_0_V-K']	[15]	['8.70e-04']	[0.485]	[0.332]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_803_length_12422_cov_71.6959	NODE_803_length_12422_cov_71.6959@1	844	1608	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['8.10e-09']	[0.51]	[0.447]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_591_length_18345_cov_71.9785	NODE_591_length_18345_cov_71.9785@1	4831	5679	False	0%		III-B	1	['htpX_0_CAS-III-B']	[9]	['2.40e-27']	[0.724]	[0.63]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_750_length_13743_cov_56.345	NODE_750_length_13743_cov_56.345@1	246	1007	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['1.20e-38']	[0.654]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_230_length_49336_cov_67.8989	NODE_230_length_49336_cov_67.8989@1	43674	44405	False	0%		III-A	1	['AbiEii_0_CAS-III']	[42]	['2.80e-03']	[0.402]	[0.335]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_1236_length_6640_cov_59.1517	NODE_1236_length_6640_cov_59.1517@1	5382	6638	False	0%		IV-B	3	['CysH_0_IVB']	[7]	['5.00e-04']	[0.389]	[0.627]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_331_length_35834_cov_60.9099	NODE_331_length_35834_cov_60.9099@1	13640	14536	False	0%		III-A	1	['AbiEii_0_CAS-III']	[13]	['2.70e-04']	[0.398]	[0.391]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_1074_length_8121_cov_56.3905	NODE_1074_length_8121_cov_56.3905@1	4944	5423	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[4]	['2.90e-06']	[0.544]	[0.404]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_246_length_47496_cov_54.0038	NODE_246_length_47496_cov_54.0038@1	13607	14278	False	0%		III-A	1	['AbiEii_0_CAS-III']	[12]	['5.00e-05']	[0.589]	[0.44]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_632_length_16668_cov_63.8075	NODE_632_length_16668_cov_63.8075@1	81	770	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['1.40e-22']	[0.761]	[0.994]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_528_length_21168_cov_51.1445	NODE_528_length_21168_cov_51.1445@2	16991	17803	False	0%		III-A	1	['AbiEii_0_CAS-III']	[13]	['4.80e-06']	[0.583]	[0.532]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_614_length_17334_cov_56.334	NODE_614_length_17334_cov_56.334@1	6680	7483	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['3.60e-04']	[0.388]	[0.356]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_930_length_9962_cov_94.9748	NODE_930_length_9962_cov_94.9748@1	1054	3135	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['1.90e-12']	[0.427]	[0.858]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_695_length_15017_cov_74.6792	NODE_695_length_15017_cov_74.6792@1	11039	12955	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['5.50e-09']	[0.498]	[0.835]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_1199_length_6980_cov_68.7614	NODE_1199_length_6980_cov_68.7614@1	76	1074	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['4.40e-03']	[0.462]	[0.518]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_292_length_40524_cov_72.81	NODE_292_length_40524_cov_72.81@2	38863	39315	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[43]	['4.00e-05']	[0.695]	[0.54]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_544_length_20526_cov_64.4193	NODE_544_length_20526_cov_64.4193@1	10194	10547	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[13]	['1.10e-03']	[0.602]	[0.333]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_528_length_21168_cov_51.1445	NODE_528_length_21168_cov_51.1445@1	5384	7318	False	20%		IV-D	4	['RecD_0_IVD']	[3]	['1.10e-40']	[0.673]	[0.529]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_896_length_10509_cov_54.2977	NODE_896_length_10509_cov_54.2977@1	8140	9818	False	0%		IV-B	3	['CysH_0_IVB', 'CysH_0_IVB']	[9, 10]	['9.80e-17', '6.10e-16']	[0.565, 0.755]	[0.671, 0.723]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_346_length_34566_cov_69.2262	NODE_346_length_34566_cov_69.2262@1	6964	7734	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['6.70e-08']	[0.455]	[0.391]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_646_length_16281_cov_51.6531	NODE_646_length_16281_cov_51.6531@1	1599	2189	False	25%		III-F	4	['SSgr11_0_CAS-III-F']	[4]	['9.50e-04']	[0.766]	[0.477]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_198_length_55590_cov_54.8384	NODE_198_length_55590_cov_54.8384@2	17183	17509	False	20%		III-A	4	['Csm2gr11_0_CAS-III-A']	[29]	['2.40e-03']	[0.853]	[0.705]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_157_length_65415_cov_60.4351	NODE_157_length_65415_cov_60.4351@1	64384	65334	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[62]	['2.70e-20']	[0.492]	[0.907]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_198_length_55590_cov_54.8384	NODE_198_length_55590_cov_54.8384@1	8104	8364	False	0%		III-B	1	['CorA_1_CAS-III-B']	[13]	['1.90e-04']	[0.575]	[0.408]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_1849_length_3694_cov_57.0489	NODE_1849_length_3694_cov_57.0489@1	174	722	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['4.80e-13']	[0.847]	[0.944]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_268_length_42994_cov_63.4975	NODE_268_length_42994_cov_63.4975@1	23661	24920	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[20]	['1.60e-06']	[0.457]	[0.544]	-1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_613_length_17382_cov_61.2072	NODE_613_length_17382_cov_61.2072@1	3077	4192	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['3.20e-06']	[0.401]	[0.514]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_1149_length_7507_cov_53.9297	NODE_1149_length_7507_cov_53.9297@1	3679	4416	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['1.50e-11']	[0.492]	[0.43]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_223_length_49976_cov_78.8887	NODE_223_length_49976_cov_78.8887@1	31875	37655	False	14%	0%	I-A	2	['Cas3_0_CAS-I', 'Cas3_0_CAS-I']	[52, 55]	['8.10e-07', '1.90e-13']	[0.365, 0.703]	[0.691, 0.932]	0		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_1007_length_8933_cov_60.8207	NODE_1007_length_8933_cov_60.8207@1	4112	5188	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['1.30e-05']	[0.418]	[0.44]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_207_length_53632_cov_69.4595	NODE_207_length_53632_cov_69.4595@1	32659	33267	False	0%		III-A	1	['Csx1_7_CAS-III']	[38]	['1.10e-03']	[0.542]	[0.366]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_803_length_12422_cov_71.6959	NODE_803_length_12422_cov_71.6959@2	10247	10876	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[10]	['6.40e-04']	[0.371]	[0.367]			keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
NODE_292_length_40524_cov_72.81	NODE_292_length_40524_cov_72.81@1	9434	9790	False	20%	0%	I-B	4	['Cas8b2_4_CAS-I-B']	[10]	['3.30e-03']	[0.429]	[0.8]	1		keratinized_gingiva	industrial	HMP_2012__SRS019125__bin.26	putative
