Contig,Operon,Start,End,Prediction,Complete_Interference,Complete_Adaptation,Best_type,Best_score,Genes,Positions,E-values,CoverageSeq,CoverageHMM,Strand_Interference,Strand_Adaptation,sampleID,out_type,Individual_ID,MAG_source,oral_site,Bin
NODE_1_length_684618_cov_42.103236,NODE_1_length_684618_cov_42.103236@4,216753,217631,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[207],['2.40e-06'],[0.365],[0.377],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_28_length_148131_cov_43.216455,NODE_28_length_148131_cov_43.216455@1,66802,67527,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[69],['2.40e-08'],[0.492],[0.423],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_1_length_684618_cov_42.103236,NODE_1_length_684618_cov_42.103236@11,674913,675263,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[654],['5.00e-18'],[0.795],[0.864],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_1_length_684618_cov_42.103236,NODE_1_length_684618_cov_42.103236@5,274005,274790,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[267],['6.00e-06'],[0.336],[0.317],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_26_length_150459_cov_38.179982,NODE_26_length_150459_cov_38.179982@3,145639,147246,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[144],['1.10e-10'],[0.3],[0.549],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_47_length_120512_cov_40.900386,NODE_47_length_120512_cov_40.900386@2,113161,113964,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[115],['1.70e-05'],[0.381],[0.331],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_1_length_684618_cov_42.103236,NODE_1_length_684618_cov_42.103236@6,348658,349617,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[355],['3.80e-06'],[0.359],[0.398],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_26_length_150459_cov_38.179982,NODE_26_length_150459_cov_38.179982@2,129475,130344,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[134],['2.10e-05'],[0.379],[0.363],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_47_length_120512_cov_40.900386,NODE_47_length_120512_cov_40.900386@1,64372,65841,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[69],['3.10e-09'],[0.482],[0.677],1,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_1_length_684618_cov_42.103236,NODE_1_length_684618_cov_42.103236@2,53016,54005,False,0%,,III-B,1,['htpX_0_CAS-III-B'],[58],['2.40e-16'],[0.661],[0.7],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_80_length_97183_cov_44.092003,NODE_80_length_97183_cov_44.092003@1,3214,4047,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['6.30e-07'],[0.439],[0.433],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_1_length_684618_cov_42.103236,NODE_1_length_684618_cov_42.103236@3,81973,84717,False,14%,0%,I-A,1,['Cas3_0_I'],[82],['1.50e-16'],[0.357],[0.927],-1,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_109_length_80061_cov_39.020529,NODE_109_length_80061_cov_39.020529@1,41328,42152,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[50],['2.80e-06'],[0.36],[0.331],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_1_length_684618_cov_42.103236,NODE_1_length_684618_cov_42.103236@9,596342,597016,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[578],['1.20e-13'],[0.813],[0.988],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_605_length_32481_cov_37.023762,NODE_605_length_32481_cov_37.023762@1,5026,5430,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[7],['1.00e-03'],[0.496],[0.424],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_1_length_684618_cov_42.103236,NODE_1_length_684618_cov_42.103236@10,617992,621698,False,0%,,III-A,1,"['Csa3_1_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']","[599, 602]","['1.50e-12', '1.80e-05']","[0.667, 0.46]","[0.72, 0.43]",,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_605_length_32481_cov_37.023762,NODE_605_length_32481_cov_37.023762@2,28405,29820,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[35],['6.00e-11'],[0.519],[0.703],1,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_109_length_80061_cov_39.020529,NODE_109_length_80061_cov_39.020529@2,75738,76445,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[82],['2.90e-08'],[0.436],[0.345],,,CMC026.B.bin.r.18,putative,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_1633_length_20482_cov_5.783975,NODE_1633_length_20482_cov_5.783975@1,10643,12640,False,20%,,IV-A1,2,['Csf4_0_IVA'],[11],['3.40e-16'],[0.384],[0.389],-1,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_2037_length_18086_cov_6.030096,NODE_2037_length_18086_cov_6.030096@1,87,704,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[1],['7.80e-03'],[0.325],[0.409],1,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_5196_length_10657_cov_5.367013,NODE_5196_length_10657_cov_5.367013@1,1539,1889,False,14%,0%,I-A,4,['Csa5_0_IA'],[3],['9.40e-03'],[0.701],[0.813],-1,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_22307_length_4309_cov_5.491257,NODE_22307_length_4309_cov_5.491257@1,407,1312,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['1.10e-10'],[0.371],[0.401],,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_920_length_27610_cov_6.387135,NODE_920_length_27610_cov_6.387135@1,20418,21065,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[22],['8.60e-09'],[0.63],[0.864],,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_2440_length_16318_cov_6.186873,NODE_2440_length_16318_cov_6.186873@1,4050,5939,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[4],['4.10e-10'],[0.327],[0.592],-1,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_5052_length_10826_cov_4.666202,NODE_5052_length_10826_cov_4.666202@1,324,1025,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[1],['5.60e-06'],[0.521],[0.338],,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_8731_length_7695_cov_5.659491,NODE_8731_length_7695_cov_5.659491@1,1411,1761,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[3],['5.80e-19'],[0.812],[0.881],,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_12697_length_6152_cov_6.639506,NODE_12697_length_6152_cov_6.639506@1,2188,3912,False,14%,0%,I-A,1,['Cas3_0_I'],[3],['1.20e-12'],[0.43],[0.696],1,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_4362_length_11829_cov_6.385126,NODE_4362_length_11829_cov_6.385126@1,5968,6645,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[5],['4.40e-14'],[0.81],[0.988],,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_16586_length_5193_cov_5.696247,NODE_16586_length_5193_cov_5.696247@1,158,2902,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[2],['3.30e-18'],[0.361],[0.935],-1,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_702_length_31777_cov_6.102397,NODE_702_length_31777_cov_6.102397@1,424,2184,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[2],['1.80e-08'],[0.426],[0.717],1,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_10471_length_6896_cov_5.364716,NODE_10471_length_6896_cov_5.364716@1,3437,6895,Ambiguous,"['100%', '100%']","['0%', '0%']","['II-A', 'II-C']",2,['Cas9_0_II'],[5],['9.10e-178'],[0.875],[0.961],1,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_13032_length_6046_cov_5.041883,NODE_13032_length_6046_cov_5.041883@1,315,1040,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['1.60e-08'],[0.388],[0.317],,,CMC027.B.bin.r.16,putative,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_80_length_123551_cov_270.079085,NODE_80_length_123551_cov_270.079085@1,52905,54665,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[48],['1.80e-08'],[0.426],[0.717],-1,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_65_length_136484_cov_267.759976,NODE_65_length_136484_cov_267.759976@6,126760,127110,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[115],['6.00e-19'],[0.812],[0.881],,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_65_length_136484_cov_267.759976,NODE_65_length_136484_cov_267.759976@5,94421,95266,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[84],['6.40e-06'],[0.323],[0.31],,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_15_length_253591_cov_263.934789,NODE_15_length_253591_cov_263.934789@2,126356,131229,False,14%,0%,I-A,4,"['AbiEii_0_CAS-III', 'Csa5_0_IA', 'AbiEii_0_CAS-III']","[111, 114, 116]","['1.10e-10', '6.70e-03', '4.10e-09']","[0.371, 0.701, 0.394]","[0.401, 0.813, 0.437]",-1,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_4_length_459834_cov_267.539820,NODE_4_length_459834_cov_267.539820@1,198804,199886,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[206],['4.00e-10'],[0.402],[0.496],,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_4_length_459834_cov_267.539820,NODE_4_length_459834_cov_267.539820@4,316176,316793,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[311],['8.00e-03'],[0.325],[0.409],1,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_503_length_44950_cov_257.603971,NODE_503_length_44950_cov_257.603971@2,34598,36322,False,14%,0%,I-A,1,['Cas3_0_I'],[38],['3.00e-12'],[0.43],[0.696],-1,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_65_length_136484_cov_267.759976,NODE_65_length_136484_cov_267.759976@2,29175,31172,False,20%,,IV-A1,2,['Csf4_0_IVA'],[29],['3.50e-16'],[0.384],[0.389],1,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_503_length_44950_cov_257.603971,NODE_503_length_44950_cov_257.603971@1,26454,28385,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[33],['2.80e-10'],[0.32],[0.592],1,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_65_length_136484_cov_267.759976,NODE_65_length_136484_cov_267.759976@1,16984,17877,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[15],['9.30e-07'],[0.332],[0.331],,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_65_length_136484_cov_267.759976,NODE_65_length_136484_cov_267.759976@4,59770,60447,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[54],['4.50e-14'],[0.81],[0.988],,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_147_length_89745_cov_264.011398,NODE_147_length_89745_cov_264.011398@1,16132,16914,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[18],['5.70e-06'],[0.33],[0.313],,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_88_length_120610_cov_257.728498,NODE_88_length_120610_cov_257.728498@2,28196,28921,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[22],['1.60e-08'],[0.388],[0.317],,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_88_length_120610_cov_257.728498,NODE_88_length_120610_cov_257.728498@1,1935,2636,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['5.70e-06'],[0.521],[0.338],,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_4_length_459834_cov_267.539820,NODE_4_length_459834_cov_267.539820@2,239753,240400,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[241],['8.80e-09'],[0.63],[0.864],,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_4_length_459834_cov_267.539820,NODE_4_length_459834_cov_267.539820@3,307130,309874,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[303],['9.00e-18'],[0.361],[0.935],-1,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_65_length_136484_cov_267.759976,NODE_65_length_136484_cov_267.759976@3,42878,43924,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[40],['2.40e-05'],[0.372],[0.331],,,CMC035.B.bin.r.25,putative,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_116_length_85495_cov_25.440762,NODE_116_length_85495_cov_25.440762@2,58893,63766,False,14%,0%,I-A,4,"['AbiEii_0_CAS-III', 'Csa5_0_IA', 'AbiEii_0_CAS-III']","[46, 49, 51]","['1.10e-10', '9.10e-03', '3.90e-09']","[0.359, 0.701, 0.394]","[0.401, 0.813, 0.437]",-1,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_46_length_140562_cov_26.559967,NODE_46_length_140562_cov_26.559967@6,117288,119513,False,0%,,III-A,1,"['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']","[107, 109]","['2.80e-05', '4.50e-07']","[0.306, 0.332]","[0.31, 0.331]",,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_46_length_140562_cov_26.559967,NODE_46_length_140562_cov_26.559967@3,76038,76715,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[68],['4.50e-14'],[0.81],[0.988],,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_52_length_133053_cov_26.822667,NODE_52_length_133053_cov_26.822667@1,64521,66281,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[58],['9.10e-08'],[0.426],[0.717],-1,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_46_length_140562_cov_26.559967,NODE_46_length_140562_cov_26.559967@7,139196,139975,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[126],['4.40e-06'],[0.446],[0.401],,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_813_length_28897_cov_26.938723,NODE_813_length_28897_cov_26.938723@1,8584,10308,False,14%,0%,I-A,1,['Cas3_0_I'],[10],['2.90e-12'],[0.43],[0.696],1,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_2777_length_14558_cov_43.935364,NODE_2777_length_14558_cov_43.935364@1,143,949,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[2],['4.50e-22'],[0.639],[0.988],,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_141_length_75765_cov_27.566827,NODE_141_length_75765_cov_27.566827@1,72740,73522,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[85],['5.80e-06'],[0.326],[0.31],,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_46_length_140562_cov_26.559967,NODE_46_length_140562_cov_26.559967@1,9375,9725,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[7],['5.90e-19'],[0.812],[0.881],,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_9852_length_6629_cov_25.797466,NODE_9852_length_6629_cov_25.797466@1,5788,6171,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[8],['1.10e-03'],[0.469],[0.398],,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_497_length_37709_cov_26.737697,NODE_497_length_37709_cov_26.737697@1,8151,8876,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[12],['1.60e-08'],[0.388],[0.317],,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_509_length_37516_cov_29.739096,NODE_509_length_37516_cov_29.739096@1,754,3498,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[2],['8.50e-18'],[0.361],[0.935],1,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_46_length_140562_cov_26.559967,NODE_46_length_140562_cov_26.559967@5,105324,107321,False,20%,,IV-A1,2,['Csf4_0_IVA'],[96],['3.40e-16'],[0.384],[0.389],-1,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_497_length_37709_cov_26.737697,NODE_497_length_37709_cov_26.737697@2,34397,35098,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[31],['5.70e-06'],[0.521],[0.338],,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_139_length_76207_cov_27.301694,NODE_139_length_76207_cov_27.301694@1,34829,35476,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[36],['1.30e-08'],[0.63],[0.864],,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_46_length_140562_cov_26.559967,NODE_46_length_140562_cov_26.559967@4,92572,93618,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[82],['1.10e-05'],[0.415],[0.37],,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_116_length_85495_cov_25.440762,NODE_116_length_85495_cov_25.440762@1,6923,8666,False,0%,100%,V-A,4,"['Cas4_0_V', 'Cas1_0_V', 'Cas2_11_CAS-I-II-III-IV-V-VI']","[7, 8, 9]","['2.20e-45', '2.30e-115', '5.30e-08']","[0.963, 0.96, 0.645]","[0.871, 0.997, 0.648]",,1,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_139_length_76207_cov_27.301694,NODE_139_length_76207_cov_27.301694@2,70992,72074,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[71],['4.00e-10'],[0.402],[0.496],,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_64_length_118549_cov_27.957754,NODE_64_length_118549_cov_27.957754@1,5669,6244,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[10],['6.60e-03'],[0.349],[0.409],1,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_46_length_140562_cov_26.559967,NODE_46_length_140562_cov_26.559967@2,41221,42066,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[39],['5.50e-06'],[0.333],[0.32],,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_813_length_28897_cov_26.938723,NODE_813_length_28897_cov_26.938723@2,16523,18412,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[15],['2.80e-10'],[0.327],[0.592],-1,,CMC038.A.bin.r.14,putative,CMC038.A,Non_industrial,plaque,CMC038.A-metaspades_014
NODE_45_length_140532_cov_290.477391,NODE_45_length_140532_cov_290.477391@4,46915,47961,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[43],['1.10e-05'],[0.415],[0.37],,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_45_length_140532_cov_290.477391,NODE_45_length_140532_cov_290.477391@2,21020,23245,False,0%,,III-A,1,"['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']","[18, 20]","['4.70e-07', '2.90e-05']","[0.332, 0.306]","[0.331, 0.31]",,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_6_length_266888_cov_305.667056,NODE_6_length_266888_cov_305.667056@2,40991,41638,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[46],['1.30e-08'],[0.63],[0.864],,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_6_length_266888_cov_305.667056,NODE_6_length_266888_cov_305.667056@1,4393,5475,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[7],['4.10e-10'],[0.402],[0.496],,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_320_length_64243_cov_294.177430,NODE_320_length_64243_cov_294.177430@1,34685,35410,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[35],['1.60e-08'],[0.388],[0.317],,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_320_length_64243_cov_294.177430,NODE_320_length_64243_cov_294.177430@2,60931,61632,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[54],['5.90e-06'],[0.521],[0.338],,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_45_length_140532_cov_290.477391,NODE_45_length_140532_cov_290.477391@3,33212,35209,False,20%,,IV-A1,2,['Csf4_0_IVA'],[31],['3.60e-16'],[0.384],[0.389],1,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_127_length_97086_cov_296.327021,NODE_127_length_97086_cov_296.327021@1,23565,24347,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[35],['6.00e-06'],[0.326],[0.31],,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_33_length_156004_cov_284.504082,NODE_33_length_156004_cov_284.504082@1,77432,79175,False,0%,100%,V-A,4,"['Cas4_0_V', 'Cas1_0_V', 'Cas2_11_CAS-I-II-III-IV-V-VI']","[77, 78, 79]","['2.30e-45', '2.40e-115', '5.50e-08']","[0.963, 0.96, 0.645]","[0.871, 0.997, 0.648]",,1,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_33_length_156004_cov_284.504082,NODE_33_length_156004_cov_284.504082@2,129402,134275,False,14%,0%,I-A,4,"['AbiEii_0_CAS-III', 'Csa5_0_IA', 'AbiEii_0_CAS-III']","[116, 119, 121]","['1.20e-10', '9.40e-03', '4.10e-09']","[0.359, 0.701, 0.394]","[0.401, 0.813, 0.437]",-1,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_6_length_266888_cov_305.667056,NODE_6_length_266888_cov_305.667056@3,110408,113152,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[111],['8.80e-18'],[0.361],[0.935],-1,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_640_length_44746_cov_290.019432,NODE_640_length_44746_cov_290.019432@1,26301,28232,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[31],['3.00e-10'],[0.32],[0.592],1,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_45_length_140532_cov_290.477391,NODE_45_length_140532_cov_290.477391@5,63818,64495,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[57],['4.60e-14'],[0.81],[0.988],,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_640_length_44746_cov_290.019432,NODE_640_length_44746_cov_290.019432@2,34447,36171,False,14%,0%,I-A,1,['Cas3_0_I'],[36],['3.00e-12'],[0.43],[0.696],-1,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_45_length_140532_cov_290.477391,NODE_45_length_140532_cov_290.477391@6,98467,99312,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[86],['5.70e-06'],[0.333],[0.32],,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_52_length_135182_cov_298.445231,NODE_52_length_135182_cov_298.445231@1,68902,70662,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[66],['9.40e-08'],[0.426],[0.717],1,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_6_length_266888_cov_305.667056,NODE_6_length_266888_cov_305.667056@4,119497,120072,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[121],['6.80e-03'],[0.349],[0.409],1,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
NODE_45_length_140532_cov_290.477391,NODE_45_length_140532_cov_290.477391@7,130808,131158,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[118],['6.10e-19'],[0.812],[0.881],,,CMC038.B.bin.r.37,putative,CMC038.B,Non_industrial,plaque,CMC038.B-metaspades_037
