Contig,Operon,Start,End,Prediction,Complete_Interference,Complete_Adaptation,Best_type,Best_score,Genes,Positions,E-values,CoverageSeq,CoverageHMM,Strand_Interference,Strand_Adaptation,sampleID,out_type,length,completeness,contamination,Secondary_sample_accession,MAG_source,Study,Oral_site,Age_BP,Country,Continent,Industrialization,sample_host,Sample,primary_cluster,log_age
NODE_51_length_6047_cov_17.3,NODE_51_length_6047_cov_17.3@1,3328,3603,False,0%,0%,I-A,0,['CasR_0_CAS-I-II-III-IV-V-VI'],[5],['7.00e-05'],[0.739],[0.333],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_20_length_7956_cov_19.4,NODE_20_length_7956_cov_19.4@1,3095,3715,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[5],['1.80e-03'],[0.609],[0.408],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_147_length_4643_cov_16.4,NODE_147_length_4643_cov_16.4@1,817,2322,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[2],['8.70e-08'],[0.474],[0.546],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_158_length_4539_cov_21.5,NODE_158_length_4539_cov_21.5@1,3454,4257,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[4],['2.80e-07'],[0.351],[0.317],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_3915_length_1016_cov_15.9,NODE_3915_length_1016_cov_15.9@1,2,1014,False,40%,"",III-A,6,"['Csm3gr7_1_CAS-III-A-III-D', 'Csm2gr11_7_CAS-III-A']","[1, 2]","['3.40e-63', '2.50e-23']","[0.979, 0.708]","[0.874, 0.936]",-1,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_2051_length_1482_cov_14.2,NODE_2051_length_1482_cov_14.2@1,788,1480,False,0%,33%,I-A,1,['Cas4_0_I-II'],[2],['1.70e-15'],[0.766],[0.95],,1,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_332_length_3420_cov_17.6,NODE_332_length_3420_cov_17.6@1,123,1211,False,0%,33%,I-A,1,['Cas4_0_I-II'],[1],['6.10e-10'],[0.493],[0.861],,1,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_1244_length_1907_cov_17.1,NODE_1244_length_1907_cov_17.1@1,3,1907,False,0%,"",III-A,2.1,['Cas5_0_CAS-III-A'],[1],['8.20e-03'],[0.342],[0.438],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_1628_length_1677_cov_18.8,NODE_1628_length_1677_cov_18.8@1,64,1287,False,0%,33%,I-A,1,['Cas4_0_I-II'],[1],['2.70e-06'],[0.321],[0.739],,-1,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_1615_length_1688_cov_18.2,NODE_1615_length_1688_cov_18.2@1,876,1655,False,0%,"",III-A,1,['TPR_0_CAS-III-A'],[3],['8.00e-82'],[0.969],[0.602],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_220_length_4047_cov_17.0,NODE_220_length_4047_cov_17.0@1,3471,3947,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[5],['9.80e-07'],[0.403],[0.307],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_579_length_2709_cov_18.3,NODE_579_length_2709_cov_18.3@1,50,2708,False,40%,"",III-A,6,"['Cas10_1_CAS-III', 'Csm2gr11_6_CAS-III-A']","[1, 2]","['2.30e-138', '1.10e-04']","[0.835, 0.732]","[1.0, 0.36]",1,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_604_length_2672_cov_17.8,NODE_604_length_2672_cov_17.8@1,1557,2672,False,0%,"",III-A,1,"['Csa3_1_CAS-I-II-III-IV-V-VI', 'TPR_0_CAS-III-A']","[3, 4]","['1.10e-11', '1.00e-28']","[0.613, 1.0]","[0.695, 0.345]",,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_2696_length_1274_cov_15.4,NODE_2696_length_1274_cov_15.4@1,666,932,False,0%,0%,I-A,0,['CasR_0_CAS-I-II-III-IV-V-VI'],[2],['1.30e-05'],[0.742],[0.323],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_169_length_4419_cov_18.7,NODE_169_length_4419_cov_18.7@1,3530,3994,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[5],['1.60e-05'],[0.703],[0.477],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_667_length_2534_cov_18.7,NODE_667_length_2534_cov_18.7@1,2,1105,False,20%,0%,I-D,4,['Cas3_1_CAS-I-D'],[1],['2.00e-04'],[0.533],[0.53],1,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_729_length_2438_cov_15.4,NODE_729_length_2438_cov_15.4@1,3,1256,False,14%,0%,I-A,1,['Cas3_0_I'],[1],['2.80e-18'],[0.816],[0.925],-1,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_575_length_2716_cov_16.6,NODE_575_length_2716_cov_16.6@1,1913,2671,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[3],['3.40e-03'],[0.364],[0.313],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_39_length_6315_cov_19.4,NODE_39_length_6315_cov_19.4@1,4347,5303,False,0%,"",III-B,1,['htpX_0_CAS-III-B'],[5],['3.00e-10'],[0.495],[0.49],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_475_length_2990_cov_15.8,NODE_475_length_2990_cov_15.8@1,2338,2988,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[5],['1.30e-30'],[0.737],[0.988],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_520_length_2878_cov_17.3,NODE_520_length_2878_cov_17.3@1,1,1020,False,20%,"",IV-A1,2,['Csf4_0_IVA'],[1],['9.10e-09'],[0.621],[0.348],1,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_45_length_6156_cov_22.8,NODE_45_length_6156_cov_22.8@1,3192,4700,False,0%,"",III-A,1,['RT_0_CAS-III-AM-III-B'],[4],['2.80e-58'],[0.499],[0.859],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_6_length_9985_cov_18.3,NODE_6_length_9985_cov_18.3@1,8038,8835,False,0%,33%,I-A,1,['Cas4_0_I-II'],[13],['8.30e-22'],[0.703],[0.989],,-1,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_65_length_5687_cov_18.1,NODE_65_length_5687_cov_18.1@1,570,986,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[2],['3.30e-08'],[0.525],[0.33],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_15_length_8448_cov_24.5,NODE_15_length_8448_cov_24.5@1,2733,3050,False,0%,33%,I-A,2,['Cas4_0_CAS-I-II-III-IV-V-VI'],[3],['2.70e-07'],[0.934],[0.536],,1,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_555_length_2800_cov_16.9,NODE_555_length_2800_cov_16.9@1,414,806,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['1.30e-19'],[0.656],[0.78],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_806_length_2347_cov_14.4,NODE_806_length_2347_cov_14.4@1,786,1613,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[3],['1.10e-06'],[0.402],[0.37],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_1411_length_1785_cov_18.7,NODE_1411_length_1785_cov_18.7@1,3,818,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[1],['8.40e-06'],[0.504],[0.458],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_1932_length_1535_cov_18.8,NODE_1932_length_1535_cov_18.8@1,931,1533,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[3],['1.40e-05'],[0.537],[0.356],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_4_length_10574_cov_17.5,NODE_4_length_10574_cov_17.5@1,5768,6559,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[7],['9.10e-06'],[0.311],[0.394],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_3405_length_1101_cov_9.2,NODE_3405_length_1101_cov_9.2@1,690,1043,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['3.00e-06'],[0.636],[0.61],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_1214_length_1925_cov_16.7,NODE_1214_length_1925_cov_16.7@1,1190,1810,False,0%,33%,II-A,3,['Csn2_10_CAS-II-A'],[2],['7.50e-04'],[0.575],[0.33],,-1,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_184_length_4281_cov_18.8,NODE_184_length_4281_cov_18.8@1,2476,2742,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[4],['2.30e-04'],[0.787],[0.312],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_181_length_4287_cov_20.9,NODE_181_length_4287_cov_20.9@1,2966,3730,False,20%,"",III-A,4,['Csm2_0_IIIA'],[7],['8.60e-03'],[0.38],[0.615],-1,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_76_length_5493_cov_21.9,NODE_76_length_5493_cov_21.9@1,4461,5237,False,0%,"",III-A,1,['Csx1_18_CAS-III'],[9],['2.30e-03'],[0.556],[0.311],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_1275_length_1880_cov_17.9,NODE_1275_length_1880_cov_17.9@1,170,1878,False,40%,"",III-A,6,"['Csm4_0_IIIA', 'Csm5gr7_0_CAS-III-A-III-D']","[2, 3]","['8.50e-50', '5.00e-28']","[0.965, 0.915]","[0.99, 0.619]",1,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_1604_length_1694_cov_20.4,NODE_1604_length_1694_cov_20.4@1,98,1249,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[1],['2.00e-03'],[0.341],[0.475],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_132_length_4799_cov_18.5,NODE_132_length_4799_cov_18.5@1,887,1585,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[3],['3.40e-06'],[0.635],[0.496],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_803_length_2349_cov_16.6,NODE_803_length_2349_cov_16.6@1,206,2163,Ambiguous,"['14%', '20%', '20%', '17%', '20%', '0%']","['67%', '67%', '67%', '100%', '50%', '100%']","['I-A', 'I-B', 'I-D', 'I-E', 'I-F', 'I-G']",6,"['Cas1_8_CAS-I-II-III-IV-V-VI', 'Cas2_4_CAS-I-II-III-IV-V-VI', 'Cas6_5_CAS-I-II-III-IV-V-VI']","[1, 2, 3]","['4.40e-79', '5.30e-20', '3.50e-72']","[0.857, 0.787, 0.96]","[0.993, 0.831, 0.986]",-1,-1,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_2_length_11322_cov_19.2,NODE_2_length_11322_cov_19.2@1,3389,3964,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[4],['7.90e-07'],[0.385],[0.644],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_2334_length_1379_cov_14.6,NODE_2334_length_1379_cov_14.6@1,40,453,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[1],['1.10e-11'],[0.377],[0.5],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_1669_length_1656_cov_14.1,NODE_1669_length_1656_cov_14.1@1,41,1655,False,20%,"",III-A,3,"['Csm5gr7_1_CAS-III-A-III-D', 'Csx1_9_CAS-III']","[1, 2]","['5.60e-14', '5.30e-66']","[0.885, 0.966]","[0.301, 0.974]",1,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_9_length_9593_cov_21.2,NODE_9_length_9593_cov_21.2@1,3138,3572,False,17%,"",III-B,2,['Cmr6gr7_3_CAS-III-B-III-C'],[3],['8.10e-03'],[0.614],[0.352],-1,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_80_length_5403_cov_18.9,NODE_80_length_5403_cov_18.9@1,2491,3417,False,0%,"",IV-B,3,['CysH_0_IVB'],[4],['4.70e-05'],[0.502],[0.614],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_278_length_3698_cov_17.6,NODE_278_length_3698_cov_17.6@1,187,1233,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[1],['3.50e-05'],[0.341],[0.825],,,SRS7967576.bin.r.5,putative,1739210,85.02,0.8,SRS7967576,Ancient,Farrer2021,anc_calculus,800,United Kingdom,Europe,Ancient,Homo sapiens,SRS7967576-megahit_005,24,
NODE_2897_length_1624_cov_237.8,NODE_2897_length_1624_cov_237.8@1,795,1541,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[2],['6.00e-06'],[0.43],[0.359],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_575_length_4237_cov_239.2,NODE_575_length_4237_cov_239.2@1,1600,3381,False,20%,"",IV-A1,2,['Csf4_0_IVA'],[3],['2.10e-13'],[0.503],[0.489],1,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_1987_length_2086_cov_315.8,NODE_1987_length_2086_cov_315.8@1,1334,2059,False,0%,33%,I-A,2,['Cas4_0_CAS-I-II-III-IV-V-VI'],[3],['1.20e-18'],[0.802],[0.994],,1,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_157_length_8283_cov_270.3,NODE_157_length_8283_cov_270.3@1,335,688,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[1],['3.20e-14'],[0.669],[0.746],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_187_length_7509_cov_241.3,NODE_187_length_7509_cov_241.3@1,917,3517,False,14%,0%,I-A,1,['Cas3_0_I'],[2],['7.60e-18'],[0.392],[0.922],-1,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_85_length_10837_cov_275.9,NODE_85_length_10837_cov_275.9@1,57,857,False,0%,33%,I-A,2,['Cas4_3_CAS-I-II-III-IV-V-VI'],[1],['3.00e-26'],[0.981],[0.914],,1,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_230_length_6734_cov_232.6,NODE_230_length_6734_cov_232.6@1,868,2595,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[2],['2.50e-12'],[0.319],[0.472],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_1575_length_2401_cov_250.8,NODE_1575_length_2401_cov_250.8@1,818,2041,False,20%,"",IV-A3,4,['Csf1_2_IVA3'],[2],['2.40e-03'],[0.358],[0.375],1,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_1168_length_2851_cov_239.0,NODE_1168_length_2851_cov_239.0@1,2052,2759,False,0%,"",III-C,1,['Toprim_0_CAS-III-C'],[3],['1.60e-03'],[0.53],[0.445],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_164_length_8087_cov_237.2,NODE_164_length_8087_cov_237.2@1,3850,4986,False,0%,"",III-B,1,['TPR_1_CAS-III-B'],[5],['6.70e-06'],[0.588],[0.378],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_161_length_8149_cov_232.3,NODE_161_length_8149_cov_232.3@1,6560,7783,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[10],['8.80e-05'],[0.304],[0.527],-1,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_313_length_5835_cov_203.9,NODE_313_length_5835_cov_203.9@1,2014,2694,False,0%,"",IV-B,3,['CysH_0_IVB'],[4],['1.20e-03'],[0.423],[0.382],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_171_length_7825_cov_323.0,NODE_171_length_7825_cov_323.0@1,4892,5488,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[5],['1.80e-06'],[0.367],[0.636],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_1640_length_2342_cov_253.9,NODE_1640_length_2342_cov_253.9@1,292,813,False,0%,0%,I-A,0,['CasR_0_CAS-I-II-III-IV-V-VI'],[1],['4.70e-03'],[0.351],[0.313],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_93_length_10371_cov_409.5,NODE_93_length_10371_cov_409.5@1,1469,1945,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[2],['6.20e-08'],[0.428],[0.326],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_2041_length_2044_cov_232.6,NODE_2041_length_2044_cov_232.6@1,955,1800,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[2],['2.00e-09'],[0.518],[0.496],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_701_length_3758_cov_172.7,NODE_701_length_3758_cov_172.7@1,261,1307,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[1],['2.10e-07'],[0.315],[0.731],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_51_length_14753_cov_208.9,NODE_51_length_14753_cov_208.9@1,2509,3723,False,0%,33%,I-A,2,['Cas4_0_CAS-I-II-III-IV-V-VI'],[2],['7.40e-08'],[0.43],[0.777],,1,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_286_length_6063_cov_212.8,NODE_286_length_6063_cov_212.8@1,3059,3766,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[5],['2.30e-06'],[0.513],[0.401],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_475_length_4782_cov_312.7,NODE_475_length_4782_cov_312.7@1,1786,2031,False,0%,0%,I-A,0,['CasR_0_CAS-I-II-III-IV-V-VI'],[4],['1.50e-07'],[0.78],[0.313],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_2024_length_2057_cov_205.0,NODE_2024_length_2057_cov_205.0@1,437,1201,False,0%,0%,I-A,0,['CasR_0_CAS-I-II-III-IV-V-VI'],[2],['5.80e-03'],[0.337],[0.455],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
NODE_60_length_12899_cov_542.4,NODE_60_length_12899_cov_542.4@1,956,1894,False,0%,"",IV-B,3,['CysH_0_IVB'],[3],['3.40e-06'],[0.367],[0.321],,,SRS9263822.bin.r.1,putative,1302337,86.61,0.8,SRS9263822,Ancient,Modi2021,anc_calculus,3400,Italy,Europe,Ancient,Homo sapiens,SRS9263822-megahit_001,22,
